usages,parent,amount,key,subtotal,categories
5629499534213120,5191129133744128,351.6,6270652252160000,,[u'demand charge']
5910974510923776,5191129133744128,17.48,6552127228870656,,[u'lighting']
4785074604081152,5191308180193280,6.75,4722539880251392,,[u'pest and forestry charge']
4785074604081152,5191308180193280,2.75,4863277368606720,,[u'MN Solid waste']
5066549580791808,5191308180193280,7.45,5144752345317376,,[u'water charge']
5066549580791808,5191308180193280,0.0,5285489833672704,,[u'annual service connection fee']
5910974510923776,5191308180193280,11.03,5426227322028032,,[u'waste water']
5629499534213120,5191308180193280,0.0,5707702298738688,,[u'Street light']
4785074604081152,5191308180193280,16.19,5848439787094016,,[u'Garbage charge']
6192449487634432,5191308180193280,0.0,5989177275449344,,[u'fire protection']
5066549580791808,5191308180193280,18.42,6270652252160000,,[u'storm water']
6192449487634432,5191308180193280,102.05,6552127228870656,,[u'electric charge']
5910974510923776,5192862555701248,0.0,4722539880251392,,[u'fire protection']
5066549580791808,5192862555701248,0.0,4863277368606720,,[u'annual service connection fee']
5629499534213120,5192862555701248,2.75,5144752345317376,,[u'MN Solid waste']
5910974510923776,5192862555701248,66.06,5285489833672704,,[u'electric charge']
6192449487634432,5192862555701248,0.0,5426227322028032,,[u'Street light']
5629499534213120,5192862555701248,6.75,5707702298738688,,[u'pest and forestry charge']
5066549580791808,5192862555701248,18.42,5848439787094016,,[u'storm water']
4785074604081152,5192862555701248,11.03,5989177275449344,,[u'waste water']
5066549580791808,5192862555701248,7.45,6270652252160000,,[u'water charge']
5629499534213120,5192862555701248,16.19,6552127228870656,,[u'Garbage charge']
6192449487634432,5194384987389952,18.31,4863277368606720,,[u'electricity']
6192449487634432,5194384987389952,15.5,5144752345317376,,[u'service charge']
6192449487634432,5194384987389952,0.68,5426227322028032,,[u'franchise fee']
6192449487634432,5194384987389952,1.58,5707702298738688,,[u'EAC']
5066549580791808,5194384987389952,9.75,5989177275449344,,[u'Essential Water']
4785074604081152,5194384987389952,6.0,6270652252160000,,[u'Non Essential Water']
5629499534213120,5194384987389952,13.0,6552127228870656,,[u'sewer']
5629499534213120,5194765226213376,24.39,4863277368606720,,[u'pca']
5629499534213120,5194765226213376,291.88,5144752345317376,,[u'energy charge']
5629499534213120,5194765226213376,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5194765226213376,1.85,6270652252160000,,[u'remote reading fee']
5629499534213120,5196459188158464,1.85,4863277368606720,,[u'meter fee']
5629499534213120,5196459188158464,30.96,5144752345317376,,[u'energy charge']
5629499534213120,5196459188158464,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5196459188158464,0.0,5989177275449344,,[u'HPS Overhead']
5629499534213120,5196459188158464,2.52,6270652252160000,,[u'pca']
5629499534213120,5196876336857088,0.0,4722539880251392,,[u'fire protection']
5066549580791808,5196876336857088,10.51,4863277368606720,,[u'water charge']
5066549580791808,5196876336857088,10.0,5144752345317376,,[u'storm water']
5348024557502464,5196876336857088,2.75,5285489833672704,,[u'MN Solid waste']
5910974510923776,5196876336857088,0.0,5426227322028032,,[u'Street light']
5348024557502464,5196876336857088,6.65,5707702298738688,,[u'pest and forestry charge']
5629499534213120;6192449487634432,5196876336857088,85.32,5848439787094016,,[u'electric charge']
4785074604081152,5196876336857088,12.32,5989177275449344,,[u'waste water']
5348024557502464,5196876336857088,16.19,6270652252160000,,[u'Garbage charge']
5066549580791808,5196876336857088,0.0,6552127228870656,,[u'annual service connection fee']
5629499534213120,5197794386116608,13.23,4722539880251392,,[u'waste water']
6192449487634432,5197794386116608,3.99,4863277368606720,,[u'MN Solid waste']
5066549580791808,5197794386116608,7.7,5144752345317376,,[u'water charge']
5066549580791808,5197794386116608,6.36,5285489833672704,,[u'annual service connection fee']
6192449487634432,5197794386116608,5.5,5426227322028032,,[u'pest and forestry charge']
4785074604081152,5197794386116608,7.8,5707702298738688,,[u'fire protection']
6192449487634432,5197794386116608,23.49,5848439787094016,,[u'Garbage charge']
5910974510923776,5197794386116608,0.0,5989177275449344,,[u'Street light']
5066549580791808,5197794386116608,20.42,6270652252160000,,[u'storm water']
4785074604081152,5197794386116608,60.08,6552127228870656,,[u'electric charge']
5629499534213120,5197870353350656,14.79,4863277368606720,,[u'Environmental']
5629499534213120,5197870353350656,7.0,5144752345317376,,[u'Admin Fee']
5629499534213120,5197870353350656,33.56,5426227322028032,,[u'Tax']
5629499534213120,5197870353350656,147.88,5707702298738688,,[u'Basic Service']
5629499534213120,5197870353350656,104.64,5989177275449344,,[u'County Environmental']
5629499534213120,5197870353350656,27.76,6270652252160000,,[u'Fuel']
5629499534213120,5198723978100736,0.94,4863277368606720,,[u'round up']
5629499534213120,5198723978100736,161.68,5144752345317376,,[u'delivery']
5629499534213120,5198723978100736,30.0,5707702298738688,,[u'base charge']
5629499534213120,5198723978100736,199.38,6270652252160000,,[u'energy cost']
5629499534213120,5199687929823232,9.29,5144752345317376,,[u'Fuel & Materials']
5629499534213120,5199687929823232,65.0,5707702298738688,,[u'Trash']
5629499534213120,5199687929823232,12.63,6270652252160000,,[u'Tax']
5629499534213120,5201067419631616,20.3,4863277368606720,,[u'basic service']
5629499534213120,5201067419631616,0.0,5144752345317376,,[u'distribution']
5629499534213120,5201067419631616,0.0,5426227322028032,,[u'cost of gas']
5629499534213120,5201067419631616,0.0,5707702298738688,,[u'gas affordability']
5629499534213120,5201067419631616,0.0,5989177275449344,,[u'resource adjustment']
5629499534213120,5201067419631616,1.02,6270652252160000,,[u'city fee']
5629499534213120,5201067419631616,0.0,6552127228870656,,[u'incentive pay refund']
4785074604081152,5201798637813760,6.88,4722539880251392,,[u'pest and forestry charge']
6192449487634432,5201798637813760,84.71,4863277368606720,,[u'electric charge']
5066549580791808,5201798637813760,0.0,5144752345317376,,[u'annual service connection fee']
4785074604081152,5201798637813760,23.49,5285489833672704,,[u'Garbage charge']
5910974510923776,5201798637813760,14.82,5426227322028032,,[u'waste water']
5629499534213120,5201798637813760,0.0,5707702298738688,,[u'Street light']
5066549580791808,5201798637813760,7.7,5848439787094016,,[u'water charge']
6192449487634432,5201798637813760,10.4,5989177275449344,,[u'fire protection']
4785074604081152,5201798637813760,3.99,6270652252160000,,[u'MN Solid waste']
5066549580791808,5201798637813760,20.42,6552127228870656,,[u'storm water']
5066549580791808,5203516087861248,385.63,5144752345317376,,"[u'energy', u'fuel', u'affordability', u'resource adj', u'interim rate']"
5066549580791808,5203516087861248,10.0,5707702298738688,,[u'base charge']
5629499534213120,5203516087861248,161.64,6270652252160000,,[u'demand winter']
5629499534213120;5066549580791808,5204459638489088,830.44,4863277368606720,7292.29,[u'other']
5066549580791808,5204459638489088,2020.5,5144752345317376,,[u'demand charge']
5066549580791808,5204459638489088,25.7,5707702298738688,,[u'base charge']
5066549580791808,5204459638489088,4660.64,6270652252160000,7292.29,[u'energy and fuel charge']
5629499534213120,5205989720588288,1.27,4863277368606720,,[u'gas affordability']
5629499534213120,5205989720588288,35.14,5144752345317376,,[u'distribution']
5629499534213120,5205989720588288,8.96,5426227322028032,,[u'city fee']
5629499534213120,5205989720588288,25.0,5707702298738688,,[u'basic service']
5629499534213120,5205989720588288,4.89,5989177275449344,,[u'resource adjustment']
5629499534213120,5205989720588288,112.82,6270652252160000,,[u'cost of gas']
6192449487634432,5206978905243648,22.38,4863277368606720,,[u'electricity']
6192449487634432,5206978905243648,15.5,5144752345317376,,[u'service charge']
6192449487634432,5206978905243648,0.83,5426227322028032,,[u'franchise fee']
6192449487634432,5206978905243648,1.94,5707702298738688,,[u'EAC']
5066549580791808,5206978905243648,9.75,5989177275449344,,[u'Essential Water']
4785074604081152,5206978905243648,6.44,6270652252160000,,[u'Non Essential Water']
5629499534213120,5206978905243648,15.0,6552127228870656,,[u'sewer']
5066549580791808,5354474256203776,21.0,4863277368606720,,[u'base charge']
5066549580791808,5354474256203776,60.47,5144752345317376,,"[u'delivery', u'gas affordability', u'cost of gas']"
5629499534213120,5354474256203776,829.02,5707702298738688,,"[u'delivery', u'gas affordability', u'cost of gas']"
5629499534213120,5354474256203776,43.0,6270652252160000,,[u'base charge']
5066549580791808,5364309462876160,58.44,4863277368606720,,"[u'delivery', u'affordability', u'cost of gas']"
5629499534213120,5364309462876160,464.28,5144752345317376,,"[u'delivery', u'affordability', u'cost of gas']"
5629499534213120,5364309462876160,43.0,5707702298738688,,[u'basic charge']
5066549580791808,5364309462876160,21.0,6270652252160000,,[u'basic charge']
5629499534213120,5364439654072320,76.47,5144752345317376,,[u'waste']
5629499534213120,5364439654072320,27.5,5707702298738688,103.97,[u'other']
5066549580791808,5368477728636928,25.0,4863277368606720,,[u'base service']
5629499534213120,5368477728636928,19.1,5144752345317376,,[u'energy cost']
5066549580791808,5368477728636928,7.19,5426227322028032,,[u'other']
5629499534213120,5368477728636928,12.5,5707702298738688,,[u'base cost']
5066549580791808,5368477728636928,18.87,5989177275449344,,[u'energy charge']
5629499534213120,5368477728636928,3.58,6270652252160000,39.05,[u'other']
5629499534213120,5380982123266048,30.0,5144752345317376,,[u'base fee']
5629499534213120,5380982123266048,0.0,5707702298738688,,[u'energy charge']
5066549580791808,5393739384094720,6.56,4863277368606720,,"[u'delivery', u'gas affordability', u'cost of gas', u'city franchise fee']"
5629499534213120,5393739384094720,166.51,5144752345317376,,"[u'delivery', u'gas affordability', u'cost of gas', u'city franchise fee']"
5629499534213120,5393739384094720,6.25,5707702298738688,,[u'base charge']
5066549580791808,5393739384094720,6.25,6270652252160000,,[u'base charge']
5066549580791808,5411942260801536,2.56,4722539880251392,,[u'other']
5629499534213120,5411942260801536,0.0,4863277368606720,,[u'other']
5629499534213120,5411942260801536,0.0,5144752345317376,,[u'energy use']
6192449487634432,5411942260801536,22.54,5426227322028032,,[u'other']
5629499534213120,5411942260801536,32.0,5707702298738688,,[u'base charge']
6192449487634432,5411942260801536,137.28,5848439787094016,,[u'energy usage']
5066549580791808,5411942260801536,15.56,5989177275449344,,[u'energy']
5066549580791808,5411942260801536,32.0,6270652252160000,,[u'base charge']
5629499534213120,5411942260801536,32.0,6552127228870656,,[u'base charge']
5066549580791808,5423766037331968,22.07,4863277368606720,,[u'Fuel']
5629499534213120,5423766037331968,125.0,5144752345317376,,[u'Basic Service']
5629499534213120;5066549580791808,5423766037331968,96.74,5426227322028032,,[u'County Environmental']
5629499534213120,5423766037331968,14.5,5707702298738688,,[u'Equipment Use']
5066549580791808,5423766037331968,13.95,5989177275449344,,[u'Environmental']
5629499534213120,5423766037331968,7.0,6270652252160000,,[u'Admin Fee']
5629499534213120;5066549580791808,5423766037331968,31.03,6552127228870656,,[u'Tax']
5629499534213120,5429524246298624,27.5,5144752345317376,103.97,[u'other']
5629499534213120,5429524246298624,76.47,5707702298738688,,[u'waste']
5066549580791808,5449299081035776,9.29,5144752345317376,,[u'water usage']
5629499534213120,5449299081035776,113.09,5707702298738688,,[u'waste water usage']
5629499534213120;5066549580791808,5449299081035776,35.0,6270652252160000,,[u'meter charge']
5629499534213120,5467620874649600,0.0,4863277368606720,,[u'gas affordability']
5629499534213120,5467620874649600,0.0,5144752345317376,,[u'distribution']
5629499534213120,5467620874649600,1.09,5426227322028032,,[u'city fee']
5629499534213120,5467620874649600,20.3,5707702298738688,,[u'basic service']
5629499534213120,5467620874649600,0.0,5989177275449344,,[u'resource adjustment']
5629499534213120,5467620874649600,0.0,6270652252160000,,[u'cost of gas']
5629499534213120,5467620874649600,1.45,6552127228870656,,[u'interim adjustment']
6192449487634432,5469468247457792,0.93,4722539880251392,,[u'energy charge']
6192449487634432,5469468247457792,12.8,4863277368606720,,[u'monthly charge']
6192449487634432,5469468247457792,-0.01,5004014856962048,13.72,[u'other']
5066549580791808,5469468247457792,12.8,5144752345317376,,[u'base charge']
5066549580791808,5469468247457792,53.33,5285489833672704,,[u'energy charge']
5066549580791808,5469468247457792,-0.38,5426227322028032,,[u'other']
5910974510923776,5469468247457792,12.8,5566964810383360,,[u'base charge']
5910974510923776,5469468247457792,66.59,5707702298738688,,[u'energy charge']
5910974510923776,5469468247457792,-0.48,5848439787094016,,[u'other']
5629499534213120,5469468247457792,12.8,5989177275449344,,[u'base charge']
5629499534213120,5469468247457792,674.53,6129914763804672,,[u'energy use']
5629499534213120,5469468247457792,-4.84,6270652252160000,,[u'other']
4785074604081152,5469468247457792,11.2,6411389740515328,,[u'security ligth']
,5469468247457792,47.97,6552127228870656,,[u'storm water']
5910974510923776,5472783156903936,0.0,4722539880251392,,[u'Street light']
5348024557502464,5472783156903936,16.19,4863277368606720,,[u'Garbage charge']
5629499534213120;6192449487634432,5472783156903936,90.04,5144752345317376,,[u'electric charge']
5066549580791808,5472783156903936,10.0,5285489833672704,,[u'storm water']
5629499534213120,5472783156903936,0.0,5426227322028032,,[u'fire protection']
4785074604081152,5472783156903936,10.88,5707702298738688,,[u'waste water']
5348024557502464,5472783156903936,2.75,5848439787094016,,[u'MN Solid waste']
5348024557502464,5472783156903936,6.65,5989177275449344,,[u'pest and forestry charge']
5066549580791808,5472783156903936,0.0,6270652252160000,,[u'annual service connection fee']
5066549580791808,5472783156903936,8.21,6552127228870656,,[u'water charge']
6192449487634432,5485934615199744,699.68,4722539880251392,,[u'energy charge']
5066549580791808,5485934615199744,12.5,4863277368606720,,[u'base service']
5629499534213120,5485934615199744,82.4,5144752345317376,,[u'energy cost']
5066549580791808,5485934615199744,20.03,5426227322028032,,[u'other']
5629499534213120,5485934615199744,12.5,5707702298738688,,[u'base cost']
6192449487634432,5485934615199744,83.01,5848439787094016,,[u'other']
5066549580791808,5485934615199744,156.77,5989177275449344,,[u'energy charge']
5629499534213120,5485934615199744,44.44,6270652252160000,39.05,[u'other']
6192449487634432,5485934615199744,12.5,6552127228870656,,[u'base charge']
5629499534213120,5629499534213120,59.0,5144752345317376,695.3,[u'Basic Service']
5629499534213120,5629499534213120,636.3,5707702298738688,,[u'Energy Charge']
5629499534213120,5629652273987584,0.0,4863277368606720,,[u'meter fee']
5629499534213120,5629652273987584,67.8,5144752345317376,,[u'energy charge']
5629499534213120,5629652273987584,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5629652273987584,0.0,5989177275449344,,[u'HPS Overhead']
5629499534213120,5629652273987584,4.31,6270652252160000,,[u'pca']
5629499534213120,5631383682678784,7.93,5144752345317376,,[u'Fuel & Materials']
5629499534213120,5631383682678784,65.0,5707702298738688,,[u'Trash']
5629499534213120,5631383682678784,12.4,6270652252160000,,[u'Tax']
5629499534213120,5631986051842048,9.49,5144752345317376,,[u'Fuel & Materials']
5629499534213120,5631986051842048,65.0,5707702298738688,,[u'Trash']
5629499534213120,5631986051842048,12.66,6270652252160000,,[u'Tax']
5629499534213120,5632763172487168,0.0,4863277368606720,,[u'gas affordability']
5629499534213120,5632763172487168,0.0,5144752345317376,,[u'distribution']
5629499534213120,5632763172487168,1.25,5426227322028032,,[u'city fee']
5629499534213120,5632763172487168,25.0,5707702298738688,,[u'basic service']
5629499534213120,5632763172487168,0.0,5989177275449344,,[u'resource adjustment']
5629499534213120,5632763172487168,0.0,6270652252160000,,[u'cost of gas']
5629499534213120,5632908932939776,1.89,5144752345317376,,[u'Power Cost Adjustment']
5629499534213120,5632908932939776,23.28,5707702298738688,,[u'Energy Charge']
5629499534213120,5632908932939776,13.86,6270652252160000,39.03,[u'other']
4785074604081152,5633494390669312,0.0,4722539880251392,,[u'Street light']
5066549580791808,5633494390669312,0.0,4863277368606720,,[u'annual service connection fee']
5910974510923776,5633494390669312,3.99,5144752345317376,,[u'MN Solid waste']
5629499534213120,5633494390669312,65.97,5285489833672704,,[u'electric charge']
5629499534213120,5633494390669312,7.8,5426227322028032,,[u'fire protection']
6192449487634432,5633494390669312,13.23,5707702298738688,,[u'waste water']
5066549580791808,5633494390669312,20.42,5848439787094016,,[u'storm water']
5910974510923776,5633494390669312,5.5,5989177275449344,,[u'pest and forestry charge']
5066549580791808,5633494390669312,7.7,6270652252160000,,[u'water charge']
5910974510923776,5633494390669312,23.49,6552127228870656,,[u'Garbage charge']
5629499534213120,5634387206995968,11.68,5144752345317376,,[u'fsc comm res']
5629499534213120,5634387206995968,77.88,5707702298738688,,[u'service']
5629499534213120,5634387206995968,8.73,6270652252160000,,[u'waste tax']
5629499534213120,5634472569470976,12.03,5144752345317376,,[u'Fuel & Materials']
5629499534213120,5634472569470976,74.25,5707702298738688,,[u'Trash']
5629499534213120,5634472569470976,14.67,6270652252160000,,[u'Tax']
5629499534213120,5634612826996736,25.0,4863277368606720,,[u'basic service']
5629499534213120,5634612826996736,0.0,5144752345317376,,[u'distribution']
5629499534213120,5634612826996736,0.0,5426227322028032,,[u'cost of gas']
5629499534213120,5634612826996736,0.0,5707702298738688,,[u'gas affordability']
5629499534213120,5634612826996736,0.0,5989177275449344,,[u'resource adjustment']
5629499534213120,5634612826996736,1.25,6270652252160000,,[u'city fee']
5629499534213120,5635949232914432,41.25,5707702298738688,,[u'waste fee']
5629499534213120,5636026810761216,0.0,4863277368606720,,[u'meter fee']
5629499534213120,5636026810761216,69.01,5144752345317376,,[u'energy charge']
5629499534213120,5636026810761216,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5636026810761216,9.31,5989177275449344,,[u'HPS Overhead']
5629499534213120,5636026810761216,4.91,6270652252160000,,[u'pca']
5066549580791808,5636139285217280,8.2,4722539880251392,,[u'water charge']
6192449487634432,5636139285217280,23.49,4863277368606720,,[u'Garbage charge']
6192449487634432,5636139285217280,7.38,5144752345317376,,[u'pest and forestry charge']
4785074604081152,5636139285217280,55.09,5426227322028032,,[u'electric charge']
5066549580791808,5636139285217280,20.42,5707702298738688,,[u'storm water']
5910974510923776,5636139285217280,16.0,5848439787094016,,[u'Street light']
5629499534213120,5636139285217280,16.15,5989177275449344,,[u'waste water']
6192449487634432,5636139285217280,3.99,6270652252160000,,[u'MN Solid waste']
4785074604081152,5636139285217280,13.0,6552127228870656,,[u'fire protection']
5629499534213120,5636318331666432,0.0,4863277368606720,,[u'meter fee']
5629499534213120,5636318331666432,105.09,5144752345317376,,[u'energy charge']
5629499534213120,5636318331666432,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5636318331666432,9.31,5989177275449344,,[u'HPS Overhead']
5629499534213120,5636318331666432,8.93,6270652252160000,,[u'pca']
5629499534213120;5066549580791808,5637489247125504,1.6,4644337115725824,,[u'tax']
6192449487634432,5637489247125504,8.41,4785074604081152,,[u'pca']
5629499534213120,5637489247125504,7.93,4925812092436480,,[u'pca']
5066549580791808,5637489247125504,18.0,5207287069147136,,[u'base charge']
5066549580791808,5637489247125504,0.29,5348024557502464,,[u'pca']
5066549580791808,5637489247125504,4.93,5770237022568448,,[u'electricity']
5629499534213120,5637489247125504,95.55,5910974510923776,,[u'electricity heat']
6192449487634432,5637489247125504,143.4,6333186975989760,,[u'electric']
6192449487634432,5637489247125504,18.0,6473924464345088,,[u'base charge']
5629499534213120,5638830484881408,10.01,4863277368606720,,[u'meter fee']
5629499534213120,5638830484881408,115.26,5144752345317376,,[u'energy charge']
5629499534213120,5638830484881408,11.5,5707702298738688,,[u'basic charge']
5629499534213120,5638830484881408,25.0,5989177275449344,,[u'franchise fee']
5629499534213120,5638830484881408,14.82,6270652252160000,,[u'pca']
4785074604081152,5639221461123072,71.56,4722539880251392,,[u'electric charge']
5629499534213120,5639221461123072,16.15,4863277368606720,,[u'waste water']
4785074604081152,5639221461123072,13.0,5144752345317376,,[u'fire protection']
5066549580791808,5639221461123072,20.42,5426227322028032,,[u'storm water']
6192449487634432,5639221461123072,23.49,5707702298738688,,[u'Garbage charge']
5066549580791808,5639221461123072,8.2,5848439787094016,,[u'water charge']
6192449487634432,5639221461123072,7.38,5989177275449344,,[u'pest and forestry charge']
5910974510923776,5639221461123072,16.0,6270652252160000,,[u'Street light']
6192449487634432,5639221461123072,3.99,6552127228870656,,[u'MN Solid waste']
5629499534213120,5639274879778816,3.82,4863277368606720,,[u'gas affordability']
5629499534213120,5639274879778816,112.17,5144752345317376,,[u'distribution']
5629499534213120,5639274879778816,32.82,5426227322028032,,[u'city fee']
5629499534213120,5639274879778816,20.3,5707702298738688,,[u'basic service']
5629499534213120,5639274879778816,28.41,5989177275449344,,[u'resource adjustment']
5629499534213120,5639274879778816,482.27,6270652252160000,,[u'cost of gas']
5629499534213120,5639274879778816,9.46,6552127228870656,,[u'interim adjustment']
5629499534213120,5639445604728832,12.39,5144752345317376,,[u'Fuel & Materials']
5629499534213120,5639445604728832,76.47,5707702298738688,,[u'Trash']
5629499534213120,5639445604728832,15.11,6270652252160000,,[u'Tax']
5629499534213120,5639574185312256,18.0,4722539880251392,,[u'base charge']
6192449487634432,5639574185312256,71.61,4863277368606720,,[u'electric']
6192449487634432,5639574185312256,5.9,5144752345317376,,[u'pca']
5629499534213120,5639574185312256,1.2,5426227322028032,,[u'pca']
5066549580791808,5639574185312256,17.18,5707702298738688,,[u'pca']
5066549580791808,5639574185312256,145.6,5848439787094016,,[u'electricity heat']
5629499534213120,5639574185312256,14.6,5989177275449344,,[u'electricity']
5629499534213120;5066549580791808,5639574185312256,2.32,6270652252160000,,[u'tax']
6192449487634432,5639574185312256,18.0,6552127228870656,,[u'base charge']
5066549580791808,5640941595525120,14.5,4863277368606720,,[u'Equipment Use']
5066549580791808,5640941595525120,125.0,5144752345317376,,[u'Basic Service']
5066549580791808,5640941595525120,7.0,5426227322028032,,[u'Admin Fee']
5629499534213120,5640941595525120,22.74,5707702298738688,,[u'Fuel']
5629499534213120,5640941595525120,13.95,5989177275449344,,[u'Environmental']
5629499534213120;5066549580791808,5640941595525120,97.09,6270652252160000,,[u'County Environmental']
5629499534213120;5066549580791808,5640941595525120,31.14,6552127228870656,,[u'Tax']
5629499534213120,5641142922117120,1.85,4863277368606720,,[u'meter fee']
5629499534213120,5641142922117120,719.25,5144752345317376,,[u'energy charge']
5629499534213120,5641142922117120,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5641142922117120,0.0,5989177275449344,,[u'HPS Overhead']
5629499534213120,5641142922117120,63.47,6270652252160000,,[u'pca']
5066549580791808,5642554087309312,13.98,4722539880251392,,[u'Fuel']
5629499534213120,5642554087309312,14.79,4863277368606720,,[u'Environmental']
5629499534213120,5642554087309312,7.0,5144752345317376,,[u'Admin Fee']
5066549580791808,5642554087309312,2.95,5285489833672704,,[u'Admin Fee']
5629499534213120,5642554087309312,33.53,5426227322028032,,[u'Tax']
5629499534213120,5642554087309312,147.88,5707702298738688,,[u'Basic Service']
5066549580791808,5642554087309312,7.5,5848439787094016,,[u'Environmental']
5629499534213120,5642554087309312,104.53,5989177275449344,,[u'County Environmental']
5629499534213120,5642554087309312,27.56,6270652252160000,,[u'Fuel']
5066549580791808,5642554087309312,16.9,6411389740515328,,[u'Tax']
5066549580791808,5642554087309312,75.0,6552127228870656,,[u'Deliver Container']
4785074604081152,5642684278505472,3.99,4722539880251392,,[u'MN Solid waste']
6192449487634432,5642684278505472,96.78,4863277368606720,,[u'electric charge']
4785074604081152,5642684278505472,23.49,5144752345317376,,[u'Garbage charge']
5629499534213120,5642684278505472,0.0,5426227322028032,,[u'Street light']
5066549580791808,5642684278505472,7.7,5707702298738688,,[u'water charge']
6192449487634432,5642684278505472,10.4,5848439787094016,,[u'fire protection']
5066549580791808,5642684278505472,20.42,5989177275449344,,[u'storm water']
4785074604081152,5642684278505472,6.88,6270652252160000,,[u'pest and forestry charge']
5910974510923776,5642684278505472,14.82,6552127228870656,,[u'waste water']
5629499534213120,5642779036221440,18.02,5144752345317376,,[u'Power Cost Adjustment']
5629499534213120,5642779036221440,149.87,5707702298738688,,[u'Energy Charge']
5629499534213120,5642779036221440,13.35,6270652252160000,181.24,[u'other']
4785074604081152,5642906408845312,5.5,4722539880251392,,[u'pest and forestry charge']
5066549580791808,5642906408845312,20.42,4863277368606720,,[u'storm water']
4785074604081152,5642906408845312,23.49,5144752345317376,,[u'Garbage charge']
5066549580791808,5642906408845312,7.7,5285489833672704,,[u'water charge']
5910974510923776,5642906408845312,13.23,5426227322028032,,[u'waste water']
5629499534213120,5642906408845312,0.0,5707702298738688,,[u'Street light']
5066549580791808,5642906408845312,0.0,5848439787094016,,[u'annual service connection fee']
6192449487634432,5642906408845312,7.8,5989177275449344,,[u'fire protection']
6192449487634432,5642906408845312,54.55,6270652252160000,,[u'electric charge']
4785074604081152,5642906408845312,3.99,6552127228870656,,[u'MN Solid waste']
6192449487634432,5644309118320640,2.77,4722539880251392,,[u'pca']
6192449487634432,5644309118320640,18.0,4863277368606720,,[u'base charge']
5629499534213120,5644309118320640,40.18,5144752345317376,,[u'electricity']
5066549580791808,5644309118320640,0.0,5426227322028032,,[u'electricity heat']
5066549580791808,5644309118320640,0.0,5707702298738688,,[u'pca']
5629499534213120,5644309118320640,7.48,5848439787094016,,[u'pca']
6192449487634432,5644309118320640,14.88,5989177275449344,,[u'electric']
5629499534213120,5644309118320640,18.0,6270652252160000,,[u'base charge']
5629499534213120;5066549580791808,5644309118320640,4.51,6552127228870656,,[u'tax']
5629499534213120,5644406560391168,9.69,5144752345317376,,[u'Fuel & Materials']
5629499534213120,5644406560391168,65.0,5707702298738688,,[u'Trash']
5629499534213120,5644406560391168,12.7,6270652252160000,,[u'Tax']
6192449487634432,5645784439586816,209.04,4722539880251392,,"[u'energy charge', u'fuel', u'affordability', u'resource adj', u'interim rate adj']"
6473924464345088,5645784439586816,340.72,4863277368606720,,"[u'distribution', u'cost of gas', u'gas affordability', u'resource adjustment']"
5629499534213120,5645784439586816,26.94,5004014856962048,,[u'demand charge']
5348024557502464,5645784439586816,587.12,5144752345317376,,"[u'distribution', u'cost of gas', u'gas affordability', u'resource adjustment']"
4785074604081152,5645784439586816,459.69,5285489833672704,,"[u'distribution', u'cost of gas', u'gas affordability', u'resource adj']"
4644337115725824,5645784439586816,222.63,5426227322028032,,"[u'energy charge', u'fuel cost', u'affordability', u'resource adj', u'interim rate']"
5629499534213120,5645784439586816,9.63,5566964810383360,,[u'auto protective lgt']
5348024557502464,5645784439586816,25.0,5707702298738688,,[u'base charge']
4785074604081152,5645784439586816,25.0,5848439787094016,,[u'base charge']
4644337115725824,5645784439586816,20.0,5989177275449344,,[u'base charge']
5066549580791808,5645784439586816,114.77,6129914763804672,,"[u'energy', u'fuel', u'affordability', u'resource adj', u'interim rate']"
6473924464345088,5645784439586816,25.0,6270652252160000,,[u'base charge']
5066549580791808,5645784439586816,25.7,6411389740515328,,[u'base charge']
6192449487634432,5645784439586816,10.0,6552127228870656,,[u'base charge']
5910974510923776,5645914630782976,10.5,4722539880251392,,[u'service charge']
5629499534213120,5645914630782976,17.61,4863277368606720,,[u'lighting']
4785074604081152,5645914630782976,462.94,5144752345317376,,[u'demand charge']
5066549580791808,5645914630782976,481.55,5426227322028032,,[u'other']
5910974510923776,5645914630782976,24.36,5707702298738688,,[u'other']
5066549580791808,5645914630782976,1262.77,5848439787094016,,[u'energy charge']
6192449487634432,5645914630782976,17.61,5989177275449344,,[u'lighting']
5910974510923776,5645914630782976,10.5,6270652252160000,,[u'service charge']
5910974510923776,5645914630782976,73.5,6552127228870656,,[u'energy charge']
5629499534213120,5646239437684736,1.85,4863277368606720,,[u'meter fee']
5629499534213120,5646239437684736,207.96,5144752345317376,,[u'energy charge']
5629499534213120,5646239437684736,9.5,5707702298738688,,[u'basic charge']
5629499534213120,5646239437684736,0.0,5989177275449344,,[u'HPS Overhead']
5629499534213120,5646239437684736,12.76,6270652252160000,,[u'pca']
4785074604081152,5646620347596800,5.5,4722539880251392,,[u'pest and forestry charge']
4785074604081152,5646620347596800,3.99,4863277368606720,,[u'MN Solid waste']
5066549580791808,5646620347596800,10.52,5144752345317376,,[u'water charge']
5066549580791808,5646620347596800,0.0,5285489833672704,,[u'annual service connection fee']
